id,section_number,section_short,subsection,question,answer,school,location,source,last_updated
VGWS-FAQ-111,6,General School FAQs,,"Is VGWS active on social media, and where can I follow official updates?","Yes — VGWS shares official updates, events and student achievements on Instagram (@mitgurukulofficial), Facebook (MITGurukulOfficial), LinkedIn (MIT Vishwashanti Gurukul), and YouTube (@Mitgurukulpune), alongside the News & Events section of mitgurukul.com.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-112,6,General School FAQs,,What is the Guru-Shishya Parampara VGWS refers to?,"It is the ancient Indian teacher-student tradition of mentorship, discipline and values-based learning that VGWS blends with the modern IB framework — the school's stated philosophy is to be 'rooted in Indian heritage, empowered by the IB curriculum.'",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-113,6,General School FAQs,,Does VGWS support students moving between IB stages or joining from other IB schools (India or abroad)?,"Yes Vishwashanti Gurukul World School (VGWS) students transferring from another authorised IB school, in India or abroad, generally transition smoothly given the shared IB framework, with VGWS's coordinators assessing subject continuity and providing bridging support where a gap exists between programme stages.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-114,7,"Outings, Visits & Internships",7A. Boarding Weekend Outings & Outdoor Pursuits,Does VGWS organise weekend outings for boarding students?,"Yes — VGWS's Outdoor Pursuits programme gives boarding students immersive weekend experiences in adventure, teamwork and resilience across the school's 125-acre natural surroundings and beyond, through trekking, camping, obstacle challenges and survival-skills activities.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-115,7,"Outings, Visits & Internships",7A. Boarding Weekend Outings & Outdoor Pursuits,What skills do these outdoor weekend activities build?,"Rooted in experiential learning, VGWS's outdoor pursuits are designed to build confidence, leadership and problem-solving abilities, encouraging students to step beyond the classroom and connect with the natural environment and their peers in a structured, guided setting.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-116,7,"Outings, Visits & Internships",7A. Boarding Weekend Outings & Outdoor Pursuits,Does VGWS organise international excursions as well as local outings?,"Yes — VGWS runs a Japan Excursion offering students a transformative international learning experience that blends cultural immersion, innovation exposure and global perspective, taking learners through historic landmarks and technology hubs and building intercultural understanding and independence.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-117,7,"Outings, Visits & Internships",7A. Boarding Weekend Outings & Outdoor Pursuits,How do weekend outings fit within the boarding week's routine?,"Boarding life follows a defined weekly routine of academics, sports, prep, recreation and rest; structured outdoor pursuits and outings are built into the recreational and experiential-learning part of that routine rather than added on an ad hoc basis, keeping boarders engaged productively through weekends.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-118,7,"Outings, Visits & Internships",7A. Boarding Weekend Outings & Outdoor Pursuits,Are weekend outings and excursions supervised?,"Yes — outdoor pursuit and excursion activities are run within the same pastoral and safety framework as the rest of boarding life, with resident staff, house parents and trip supervisors accompanying students, consistent with VGWS's broader 24/7 safety and supervision model.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-119,7,"Outings, Visits & Internships",7B. Industrial & Educational Institution Visits,Does VGWS organise industrial or research-institute visits for students?,"Yes — VGWS regularly organises educational visits to leading research and scientific institutions, including IISER Pune, TIFR (Tata Institute of Fundamental Research) Mumbai, and CSIR-NCL (National Chemical Laboratory) Pune, giving students direct, hands-on exposure to real research environments beyond the classroom.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-120,7,"Outings, Visits & Internships",7B. Industrial & Educational Institution Visits,What is the purpose of these institutional visits within the IB framework?,"At Vishwashanti Gurukul World School (VGWS) These visits support the IB's emphasis on real-world, experiential and service-connected learning — particularly relevant to CAS (Creativity, Activity, Service) at the DP level and to practical-studies programmes like the school's 'Why Cosmos' Astrophysics initiative — turning academic concepts into direct, lived exposure to how research and industry actually work.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-121,7,"Outings, Visits & Internships",7B. Industrial & Educational Institution Visits,Which students get access to industrial/research visits — is it grade-specific?,"At Vishwashanti Gurukul World School (VGWS) Exposure of this kind is typically weighted toward MYP and DP-level students, where the curriculum explicitly values real-world application and independent inquiry (e.g., the DP's Extended Essay and CAS, or MYP's Interdisciplinary Units), though younger grades participate in age-appropriate excursions as part of PYP's broader inquiry-based approach.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-122,7,"Outings, Visits & Internships",7B. Industrial & Educational Institution Visits,Do these visits connect to specific academic programmes like 'Why Cosmos'?,Yes — VGWS's 'Why Cosmos' Astrophysics programme under Practical Studies is a direct example of how institutional exposure (such as visits connected to research institutions) is paired with in-school programming to deepen a specific academic interest beyond the standard curriculum.,Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-123,7,"Outings, Visits & Internships",7C. Industry Internships & Career-Related Exposure,Does VGWS help students access internships?,"Yes — 'Internship & extracurricular planning' is an explicitly listed service within VGWS's Career Guidance & Counselling Programme, meaning internship exposure is a formal part of the school's career-readiness support rather than an informal, occasional offering.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-124,7,"Outings, Visits & Internships",7C. Industry Internships & Career-Related Exposure,How does internship planning fit into the school's overall career guidance structure?,"VGWS runs a phased Career Guidance & Counselling Programme — Grades 8--9 build self-awareness and academic inclination, Grade 10 refines academic pathways and university prerequisites, and Grades 11--12 focus on college readiness, applications and profile-building, with internship and extracurricular planning integrated as part of building a well-rounded, competitive student profile across these phases.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-125,7,"Outings, Visits & Internships",7C. Industry Internships & Career-Related Exposure,Is internship or career-related exposure part of the IBCP specifically?,"Yes — the IB Career-related Programme's core is explicitly built around a career-related study and practical, real-world skill development (through Personal & Professional Skills, Service Learning and the Reflective Project), making structured career/internship-style exposure a defining feature of the CP pathway rather than an optional add-on.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-126,7,"Outings, Visits & Internships",7C. Industry Internships & Career-Related Exposure,What kind of career-related exposure can students expect beyond formal internships?,"Beyond internship planning, students get direct professional and academic exposure through the school's Annual University Fair (with representatives from universities across the USA, UK, Canada, Singapore, Australia and India), alumni mentorship sessions, and career-interest assessments — all coordinated by VGWS's in-house career counsellors.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-127,7,"Outings, Visits & Internships",7C. Industry Internships & Career-Related Exposure,Who coordinates internship and career exposure opportunities for students?,"VGWS's in-house career counsellors, working within the Career Guidance & Counselling Programme, coordinate internship and extracurricular planning individually with each student and their parents, alongside psychometric testing and application/interview preparation support.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-128,8,Student Leadership,,What leadership opportunities does VGWS offer students?,"Leadership runs through multiple structured tracks at VGWS: the Student Well-Being Council, student-led clubs (Gurukulians Interact Club, TEDx Club, Vox Veritas Club), Model United Nations (MUN) participation, the boarding house system, and the CAS (Creativity, Activity, Service) component of the DP — giving students real leadership roles rather than symbolic titles.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-129,8,Student Leadership,,What is the Student Well-Being Council and who leads it?,"It is a student-led leadership body focused on peer wellbeing, currently headed by student leader Master Rudraksh Verma, working alongside VGWS's professional counselling department so that wellbeing initiatives reflect genuine student voice and leadership, not just top-down policy.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-130,8,Student Leadership,,How does the boarding house system build student leadership?,"Each boarding house (Bharadwaj, Jamadagni, Kashyapa, Vashistha) creates a structured community where senior students naturally take on mentoring and organisational roles within their house, supported by House Masters and House Parents — a built-in leadership pathway tied to daily boarding life rather than a separate extracurricular.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-131,8,Student Leadership,,"What student-led clubs exist, and can any student start one?","Current student-led clubs include the Gurukulians Interact Club (Rotary Club Pune affiliation, student president Saanvi Grover), the TEDx Club (led by Avanti Narwade), and the Vox Veritas Club, a Model UN-style club led by Siddhant Nande running five student-directed committees. VGWS actively welcomes and supports student-led innovation and new club inaugurations with faculty mentorship.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-132,8,Student Leadership,,"What is the Vox Veritas Club, and what leadership roles does it offer?","Vox Veritas is VGWS's Model UN-style student leadership club led by Mst. Siddant Nande & Chandni Bhatia, alongside structured around five student-directed committees — Youth Parliament (led by Aryan Akkalwade), International Security Council (Gia Paigude), Crisis Management (Chiransh Brajesh Singh Thakur), World Economic & Social Council (Ancika Hemalbhai Vachhani), and Vox Media (Hussain Abbas Shaherwala) — each run by a student committee head.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-133,8,Student Leadership,,Do VGWS students participate in Model United Nations (MUN) conferences?,"Yes — VGWS students have represented the school at Model United Nations conferences, building negotiation, public speaking and global-citizenship skills as a core part of the school's leadership-track offerings, alongside the school's own Vox Veritas MUN-style club.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-134,8,Student Leadership,,"How does CAS (Creativity, Activity, Service) build leadership skills at the DP level?","CAS is a mandatory DP core component that requires students to engage in creative pursuits, physical activity and genuine community service — many DP students take on leadership roles as team captains, club leads, or service-project organisers as a direct extension of their CAS commitments, with structured reflection built in.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-135,8,Student Leadership,,Are there entrepreneurship or business-oriented leadership opportunities at VGWS?,"The school's Career Guidance & Counselling Programme includes internship and extracurricular planning that can be tailored toward business, entrepreneurship or management interests, and student-led club culture (e.g., TEDx Club) gives students direct experience organising and leading real initiatives, which serves as practical entrepreneurial and organisational leadership experience.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-136,8,Student Leadership,,Does student leadership experience at VGWS help with university applications?,"Yes — leadership roles (Student Well-Being Council, club presidencies, house responsibilities, CAS-linked leadership) form a meaningful part of the well-rounded profile VGWS's University Placement Office and Career Guidance team help students build for competitive global university applications.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-137,9,Indian & Gurukul Values,,"What is the Guru-Shishya Parampara, and how does VGWS embody it?","The Guru-Shishya Parampara is the ancient Indian tradition of mentorship between teacher (Guru) and student (Shishya), built on discipline, trust and values-based learning. VGWS blends this tradition with the modern IB framework — its stated philosophy is to be 'rooted in Indian heritage, empowered by the IB curriculum,' with boarding houses themselves named after Vedic sages (Bharadwaj, Jamadagni, Kashyapa, Vashistha) to keep that heritage present in daily student life.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-138,9,Indian & Gurukul Values,,"What are VGWS's core values, and how are they lived out day-to-day?","VGWS's five core values are Integrity, Empathy, Respect, Resilience and Excellence. Integrity is built through honesty and ethical conviction in daily conduct; Empathy and Respect are cultivated through community service and the school's genuinely diverse, 30+ country student body; Resilience is developed through the rigour of the IB continuum and outdoor pursuits; and Excellence is pursued across academics, character and service, not academic results alone.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-139,9,Indian & Gurukul Values,,"How does VGWS balance Indian cultural rootedness with a globally diverse, international student body?","With 700+ students from 30+ countries, VGWS deliberately pairs an Indian-heritage foundation (Guru-Shishya values, Vedic-sage-named houses, Indian festivals and traditions) with the IB's internationally-minded, inquiry-based framework — so global students experience genuine Indian cultural immersion while Indian students build authentic international-mindedness, rather than the school diluting either identity.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-140,9,Indian & Gurukul Values,,"What is Community Service / CAS at VGWS, and how does it build humanity values?","Community Service is embedded formally through CAS (Creativity, Activity, Service) at the DP level — a mandatory core requirement — and more broadly through student-led initiatives across the school, such as DP students' recent support for the Indian Association for the Blind (IAB) on International White Cane Day. These aren't abstract service hours; they are structured opportunities for students to directly practise empathy and social responsibility.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-141,9,Indian & Gurukul Values,,How does MUN participation build global citizenship and humanity values at VGWS?,"Through Model United Nations and VGWS's own Vox Veritas Club, students research and represent perspectives beyond their own — debating international security, economic policy and crisis-management scenarios from other nations' viewpoints — directly building the empathy, perspective-taking and respect for diverse viewpoints that are core to VGWS's values framework.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-142,9,Indian & Gurukul Values,,Does VGWS have specific programmes that teach Indian traditions and culture directly?,"Yes — beyond the Guru-Shishya philosophy woven through the boarding house system, VGWS marks Indian cultural and spiritual observances such as Guru Purnima Celebrations on campus, celebrating the teacher-student bond as 'the embodiment of the Supreme God' in the Indian tradition, alongside broader festival and cultural-event programming through the school year.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-143,9,Indian & Gurukul Values,,How does the Founder's vision shape VGWS's values-based approach?,"Founder Prof. (Dr.) Vishwanath D. Karad's stated vision is to 'create a world of peace through value-based education rooted in Indian culture and universal wisdom' — a philosophy carried forward by Executive Director and Trustee Dr. Sunil Karad, who frames education as a tool to shape the future of humanity, not merely to ensure literacy or exam success.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-144,9,Indian & Gurukul Values,,"Are humanity values like empathy and respect embedded in everyday school life, or only in special events?","They are structurally embedded: the Student Well-Being Council gives students a direct voice in peer welfare; the counselling department (headed by Dr. Abhiruchi Udayan) runs ongoing life-skills and emotional-intelligence programming (e.g., 'Mending the Inner Compass'); staff undergo continuous training (POSH awareness, behaviour-management sessions); and the boarding house system's daily pastoral structure (house parents, wardens, Didi support) puts empathy and respect into practice every day, not just during designated 'values' events.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-145,9,Indian & Gurukul Values,,How does the IB's own Learner Profile connect with VGWS's Indian and humanity values?,"The IB Learner Profile (which includes being caring, open-minded, principled and reflective) closely mirrors VGWS's own core values of Empathy, Respect and Integrity — meaning the IB's global values framework and VGWS's Indian-rooted values framework reinforce rather than compete with each other across the curriculum.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-146,10,Senior Leadership Team (SLT),,Who is the Founder of Vishwashanti Gurukul World School?,"Prof. (Dr.) Vishwanath D. Karad, Founder of the MIT Group of Institutions, founded VGWS with the vision of creating 'a world of peace through value-based education rooted in Indian culture and universal wisdom.'",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-147,10,Senior Leadership Team (SLT),,Who is the Executive Director and Trustee of VGWS?,"Dr. Sunil Karad serves as Executive Director and Trustee, overseeing the school's connection to the wider MIT Group's Technology, Science, Social Science, Humanities, Health Science, Design and School Education verticals.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-148,10,Senior Leadership Team (SLT),,Who is the Head of School / Principal of VGWS?,"Dr. Vidhukesh Vimal serves as Head of School and Principal. He holds a Ph.D. and M.Phil. from the University of Delhi, a B.Ed. from Jamia Millia Islamia, an International Postgraduate Certificate from University College London, a Certificate in School Management from Harvard Business School, and is a Certified Special Educator from Drishti, Mumbai. He brings 27 years of education experience, including leadership roles at The Assam Valley School and The Doon School.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-149,10,Senior Leadership Team (SLT),,Who is the Chief Administrative Officer (CAO) at VGWS?,"Mr. Udayan Verma serves as Chief Administrative Officer. He joined VGWS in 2021 as Head of Marketing and Admissions and has over 20 years of experience managing operations and admissions at leading residential and international schools, now overseeing all administrative functions at VGWS.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-150,10,Senior Leadership Team (SLT),,Who is the Bursar at VGWS?,"Mr. Brijender Bhargav serves as Bursar, bringing over 22 years of institutional administration experience across human resources, operations, IT, compliance and facilities, with responsibility for finance, compliance and infrastructure governance.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-151,10,Senior Leadership Team (SLT),,Who leads the IB Diploma Programme (DP) at VGWS?,"Ms. Jaya Shahi serves as DP Coordinator, with over 25 years of teaching experience including the last 15 years at VGWS, holding a Master's in Hindi and a Master's in Computer Applications. Ms. Sudhi Gupta serves as Associate IBDP Coordinator and also Head of Computer Science and Design.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-152,10,Senior Leadership Team (SLT),,Who coordinates the IBCP at VGWS?,"Mr. Deepika Kagliwal serves as IBCP Coordinator, describing the programme's aim as helping students ""understand ideas not just through study, but through experience, reflection and real-world involvement.""",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-153,10,Senior Leadership Team (SLT),,Who leads the Middle Years Programme (MYP) at VGWS?,"Ms. Abha Seth serves as MYP Coordinator, with over 18 years of experience in international education, postgraduate degrees in Educational Leadership, Human Resource Management and English Literature, and certification as an IB Educator Network (IBEN) Workshop Leader, Programme Leader, Consultant and Authorization Team Leader, with prior teaching experience across India, the UAE and Indonesia, Middle Years Programme (MYP) is coordinated by Abha Seth in coordination with Associate Coordinators Priya Dsouza & Alka chaturvedi",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-154,10,Senior Leadership Team (SLT),,Who leads the Primary Years Programme (PYP) at VGWS?,"Ms. Deepa Jaiswal serves as PYP Coordinator, overseeing a programme philosophy that places the child at the centre of every learning experience through inquiry, collaboration and reflection, Ms. Sophia Rapose serves as Associate IBDP Coordinator",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-155,10,Senior Leadership Team (SLT),,"Who leads the Early Years Programme (EYP) at VGWS? A: Ms. Anwesha Ray serves as EYP Coordinator, overseeing a programme philosophy that places the child at the centre of every learning experience through inquiry, collaboration and reflection Q: Who leads Student Wellbeing and Counselling at VGWS?","Dr. Abhiruchi Udayan heads the Counselling and Student Well-Being department, holding a PhD in Stress Management and Coping Skills, an MSc in Counselling and Therapies, and postgraduate qualifications in Adolescent Psychology, Cyber Psychology, Neuroscience Coaching, Art Therapy, Autism Management, and NLP (NFNLP, USA).",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-156,10,Senior Leadership Team (SLT),,How can parents get in touch with VGWS's leadership or admissions team?,"General admissions enquiries go to admissions@mitgurukul.com or +91 7897894804. Specific departmental queries (academic coordination, boarding, wellbeing) can be routed through the admissions team, who connect parents with the relevant SLT or coordinator contact.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-157,10,Senior Leadership Team (SLT),,"Who is the Boarding Coordinator at Vishwashanti Gurukul World School? A: Mr. Milind Pandit serves as Boarding Coordinator at VGWS, overseeing the school's overall boarding operations across all four boarding houses. Q: What does the Boarding Coordinator's role involve at VGWS? A: The Boarding Coordinator holds overall responsibility for every boarder's care and development, working alongside each House Master/Mistress and the House Parents to ensure consistent pastoral standards, daily routines, and student wellbeing across the entire boarding community — VGWS describes all boarding students as being ""under the overall care of the Boarding Coordinator along with the House Master/Mistress and the House Parents."" Q: How does the Boarding Coordinator's role differ from a House Master's role? A: The Boarding Coordinator oversees boarding operations school-wide, across all four houses, while each House Master leads pastoral care and discipline within a single house — meaning the Boarding Coordinator sits above the individual house structure, coordinating standards and consistency across Bharadwaj, Jamadagni, Kashyapa and Vashistha. Q: Who heads Sports at Vishwashanti Gurukul World School? A: Mr. Siva Kumar serves as Sports Head at VGWS, overseeing the school's 21+ sports offering and working with dedicated coaches and trainers to deliver the school's structured, up to 20--28 hours/week co-curricular sports programme. Q: Who heads Performing Arts and coordinates CAS at VGWS? A: Ms. Arti Belpathak serves as Head of Department for Performing Arts and as CAS (Creativity, Activity, Service) Coordinator, overseeing both the school's performing arts offering — dance, tabla, keyboard ensemble, drama and related disciplines — and the mandatory Creativity, Activity, Service core component of the IB Diploma Programme. Q: Who coordinates Service as Action (SAA) at VGWS? A: Ms. Kanchan Pardeshi serves as SAA (Service as Action) Coordinator, overseeing the MYP-level equivalent of CAS — the component through which Middle Years Programme students engage in structured service and community-engagement activities as part of their IB learning. Q: Who heads University Placements at Vishwashanti Gurukul World School? A: Ms. Armeet Kaur Arora serves as Head of University Placements at VGWS, bringing prior college-counselling experience guiding students from 100+ nationalities toward university pathways suited to their individual profiles. Q: What does the Head of University Placements bring to VGWS's University Placement Office (UPO)? A: Armeet Kaur Arora brings an unbiased, country-agnostic approach to university guidance, combined with an operational and administrative background in higher education coordination — supporting VGWS's UPO through university selection, application guidance, and individualized counselling that has underpinned the school's 100% placement record into top QS-ranked and Ivy League universities. Q: Does VGWS's leadership team have direct classroom/boarding-adjacent experience, or is it purely administrative?","It is a mix of both — the Head of School (27 years in education, including two other leading Indian boarding schools) and all four programme coordinators (DP, MYP, PYP, plus wellbeing) hold direct, extensive classroom and IB-coordination experience, while the CAO and Bursar bring dedicated operational and administrative expertise — giving the SLT both pedagogical and institutional depth.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-158,11,Investiture Ceremony,,What is the Investiture Ceremony at VGWS?,"The Investiture Ceremony is VGWS's annual event formally inducting the newly elected Student Council — Head Boy, Head Girl, House Captains, Sports and Cultural Captains, Prefects and Boarding Prefects — into their positions of leadership and responsibility for the academic year, marking their transition from student to student-leader.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-159,11,Investiture Ceremony,,When is the Investiture Ceremony held each year?,"It is held near the start of each academic year — for example, 5th August for AY2023-24 and 10th August for AY2024-25 — with the most recent ceremony, Investiture 2026-27, marking the induction of the current year's student council.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-160,11,Investiture Ceremony,,What rituals and traditions are part of the ceremony?,"Following what the school calls 'Gurukulian tradition,' the ceremony opens with the World Peace Prayer and the Lighting of the Lamp by dignitaries, followed by cultural performances such as a prayer dance (e.g., 'Ganesh Vandana') and shloka recitations by DP-1 students, before the formal Badge and Sash Ceremony and oath-taking.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-161,11,Investiture Ceremony,,What is the Badge and Sash Ceremony?,"It is the ceremonial core of the event — newly elected student leaders are formally presented with badges and sashes that symbolise their transition into leadership roles, each badge marking a specific office (Head Boy/Girl, House Captain, Prefect, and so on).",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-162,11,Investiture Ceremony,,What oath do the newly inducted student leaders take?,"The elected Prefect Body takes an oath promising to carry out their duties with integrity and to uphold the school's traditions, administered by a senior staff member — for instance, the AY2023-24 oath was led by Ms. Sneha Bhatt.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
